target,source,time,week,comment,target_id,source_id
http://ierg3320yhy.wordpress.com,http://pokeishere.wordpress.com,2017-03-25,9,"The situational awareness service has been well developed. It is very important in commercial success not in the future, but now! For example, the famous snacks store, 759, has already been using this service to decide what snacks and where to put their snacks in stack to achieve optimal sales. This technology comes to a climax when Alphago beats world-class Chinese chess players, who have to decide actively according to different situation in the game. However, the recent advancement in this area of technology boils down to an important question: will artificial intelligence replaces us? I think it is high time to think what would be the value of human in the future when most of the tasks can be done by computers.",2,52
http://ierg3320yhy.wordpress.com,http://meinym.wordpress.com,2017-03-24,9,"Here are more elaborations about the Information foraging theory. It applies the ideas from optimal foraging theory to understand how human users search for information. The theory is based on the assumption that, when searching for information, humans use built-in"" foraging mechanisms that evolved to help our animal ancestors find food. Importantly, better understanding of human search behaviour can improve the usability of websites or any other user interface.",2,26
http://ierg3320yhy.wordpress.com,http://1155047507blog.wordpress.com,2017-03-25,9,"Thank you for your sharing, I have experience Foraging Theory when I am doing my homework. I search from google to find some useful materials for my homework, but i always find some useless website. I think the reason is the upload know well about Foraging Theory, and set the title that is suitable for our needs.",2,40
http://ierg3320tina.wordpress.com,http://kristawwn.wordpress.com,2017-03-14,8,"I also have the same experience when online shopping  With sentiment analysis, it can filter out the most relevant and helpful comment and we can save a lot of time to scan all comments one by one. Actually, it do increase the desire of  shopping because it improve the user experience! A good UX design do help user gain information with minimum concentration and give user a great satisfaction. Furthermore, I think there is still a long way to analyse the words or sentence structures to explore the internal world of human beings because it is difficult for the computer to understand the complicated emotion of human, especially using Chinese language which  even same words can be interpreted in a very different way by different  people or in different situations.LikeLiked by 1 person",3,9
http://ierg3320tina.wordpress.com,http://wangyingling.wordpress.com,2017-03-21,9,"I do agree that sentiment analysis and opinion mining are attractive research direction. Nowadays,  some companies have already developed the embryo of the sentiment analysis and opinion mining. Take the shopping website Taobao as an instance, when you browse reviews of a product, the system  can extract some key words from thousands of comments, then if you can know features of the product from key words intuitively. Furthermore, input system is also a good example of opinion mining, based on your past input habit, the system can put those words you use more frequently in priority. However, those tecnologies can only do some simple extraction and recommendation. In order to make the computer understand and even predict our opinion, there is still a long way to go.LikeLiked by 1 person",3,11
http://ierg3320tina.wordpress.com,http://ierg3320jinny.wordpress.com,2017-03-22,9,"I believe that the breakthroughs in future technology cannot be achieved without the fundamental understanding of humanity  the creator, user, and arbiter of technology.    And sentiment analysis will be the first step for machines to try understanding humanity.  So I totally agree with what you have analyzed here about the necessity of sentiment analysis.
Apart from the improvement in user experience brought by sentiment analysis and opinion mining (such as the online shopping case mentioned), such technologies are first step and fundamental requirements for artificial intelligence to truly understand human. As the technology is moving forward, I sometimes feel  that someday what humans truly need will go beyond faster connection and processing , but rather the technologies that could understand and accompany us when we are lonely.  Humans thought are sealed in nature (unlike the aliens in the three body https://www.amazon.com/Three-Body-Problem-Cixin-Liu/dp/0765382032). So we need to express ourselves in semantic information like spoken or written language.   Language are the signals that our sealed mind and brain send to the outside world.  It is only possible to understand humans inner spirit and emotions through these signals represented in words and sentences. Thats also a reason why sentiment analysis is important.
Although there is still a long way to go as mentioned by the two comments above, I can still see that we are moving forward.  Currently the technologies such as recurrent neural network are performing well on practical NLP problems.  Im really looking forward to the technology that could understand our inner humanity without the necessity to speak to it one day.LikeLiked by 1 person",3,14
http://ierg3320tina.wordpress.com,http://https237blog.wordpress.com,2017-03-23,9,"Thanks a lot for your ideas!
For an application designer, it is vital for him/her to think of user experience. For a game developer, he/she is actually designing the player experience. We do it that way because we do not only want ourselves but also other people to enjoy it.
Now the term big data is really popular. I think we now regard it as a irreplaceable means to analysis human nature. In the way to manage to understand others, we are also promoting artificial intelligence in the meanwhile.LikeLiked by 1 person",3,id not found
http://ierg3320tina.wordpress.com,http://kamshingblog.wordpress.com,2017-03-24,9,"Thank you for your ideas, especially the point that explain why sentiment analysis related to exploring the internal world of human beings. I have seen a news about Suicide Prevention which shows how Facebook find out the people who have the intention to commit suicide by analyzing the sentence in their post and its comments. According to the New York Times, Facebooks researchers found that posts with negative associations typically received long, empathetic comments. If Facebook succeeds, it could prove why we need sentiment analysis and it  helps lots of people in the world.LikeLiked by 1 person",3,46
http://ierg3320tina.wordpress.com,http://fanjunbo.wordpress.com,2017-03-24,9,"I think the sentiment analysis doesnt need a deep understanding of humanity. In the past, for natural language processing problems, the scientists used to try to understand how human use languages. They asked for help from the linguists to build a complex grammar rules to teach computers as they thought language is created by human so it is necessary to understand how people learn and use language firstly. But limited progress was done. For example, computer might know each single word but they dont understand the relation or sentiment of words. For sentences, they are meaningful as they are related with each other and the environment. I like it is general and meaningless but if I say How nice the car is before, I like it is meaningful and showing my favour to that car with the intention Im going to buy it. Nowadays, most of NLP breakthroughs come from the application of neural network and deep learning. Ten years age, Yoshua Bengio use neural network to get word vector. Words are presented into a fixed length vector with semantic and syntax. For example, vector(man)  vector(women) = vector(king)  vector(queen), vector(is)  vector(was) = vector(are)  vector(were), without tagging each words like dictionary. The strategy is to train the network with billions of sentences and let the computer learn a kind of language by itself without taking the human grammar or languages rules or understandings into consideration.LikeLike",3,23
http://ierg3320tina.wordpress.com,http://ierg3320web.wordpress.com,2017-03-25,9," I quite like the idea that online individual opinion can reflects ones internal world of thinking to cetain extent, but we still have to think about the authentication of opinions. Just take OpenRice as an example, we can see many reviews and rating their according to customers experience, however, it is quite obvious that some of positive reviews are quite fake and too comprehensive for a normal customers to write. Thus, I just hope to point out that sometimes opinion mining tools help us to filter useful information but we shouldnt be too dependent on that, instead, we should be a smart customer and make more comparision with opinions in different platforms.LikeLike",3,20
http://ierg3320tina.wordpress.com,http://kristawwn.wordpress.com,2017-02-18,4,"I agree with you that  context computing do make our life much more easier than before and can obtaining information from the context where we are and even the information of relevant items. However, one thing that I concern about do context computing cause privacy problem? Do users able to control their contextual information and who may access to it? Thus, there coming up with two key security concerns : 1. ensuring privacy of location and identity information 2. ensuring secure communications. So I think system architectures need to provide user-controllable trade-offs between privacy guarantees and functionality in order to mitigate the issue of security and privacy.LikeLiked by 2 people",3,9
http://ierg3320tina.wordpress.com,http://stanleylaublog.wordpress.com,2017-03-22,9,"I really appreciate your insight about contextual computation here. As you stated in the beginning, contextual computation can be divided into two steps collecting data and visualizing the result as feed back.Talking about the first step of collecting data, recent years computer vision has been adapted in new types of stores like Amazon Go to gather data by identifying the customers and what they are purchasing, but until now this method is budget consuming and its accuracy is widely doubted when dealing with goods with various shapes. The other method is to place sensors so that the goods can be detected once being moved, like in a vending machine. This method seems quite operable than CV.LikeLiked by 1 person",3,44
http://ierg3320tina.wordpress.com,http://ierg3320jinny.wordpress.com,2017-03-23,9,"Your blog post has clearly explained to me what is contextual computing and why we need it.  I agree with the two steps of contextual computing : collecting  information from the context and presenting it to the users.
You have analyzed deeper about the necessity or intrinsic reason of contextual computing : the demand to obtain information from the context. I would like to elaborate more here about the necessity of contextual computing. I think the main reason is that we as human beings need the support of environment to stay alive.  There is no way that we can survive without food, sunshine and water.  In this information era, information has also become one of the basic supply for us to live.  That is why contextual information is extremely important to stay alive and live a better life.LikeLiked by 1 person",3,14
http://ierg3320tina.wordpress.com,http://ierg3320web.wordpress.com,2017-03-25,9,"Contextual Computing has driven heated discussion in recently and the idea of it is quite similar to the concept of ubiquitous computing. Ubiquitous computing is a paradigm in which the processing of information is linked with each activity or object as encountered. It involves connecting electronic devices, including embedding microprocessors to communicate information. But both of them requires devices to have constant availability and are completely connected. The breakthrough in technology will helps to shorten the distance between human and objects/environment and see a complete view of an area or location with specific purpose of service. For example, Google Map collects the location information for us to find a route towards the destination and Pokemon Go also provide a three-dimensional map from the surrounding for us to find our targets. In the near future, I believe that we can benefit from more function of context computing.LikeLike",3,20
http://ierg3320tina.wordpress.com,http://yuxinliu1995.wordpress.com,2017-02-10,3,"Interaction is everything when constructing relationship amount people and things, in the case of education, business, families and so on. However, various kinds of electronic devices are generated, and we are in trapped in tedious information. It is a long way to put effort to manage so-called Big Data.LikeLiked by 1 person",3,6
http://ierg3320tina.wordpress.com,http://ierg3320tsepikkei.wordpress.com,2017-02-10,3,"Human Information Interaction is surely one of the big topics that we students should learn about. I do agree that interactions are essential in retrieving relationships between big data and useful information, it can also bring benefit in data analysis. Moreover, I think that not only engineering students, every people should learn about it in this information age as technology advances in a rapid way nowadays hence we should be up-to-date with current changes. At the same time, human interaction with information can help people from different fields to develop a better user experiences for their clients.LikeLiked by 1 person",3,1
http://ierg3320tina.wordpress.com,http://ierg3320lhy.wordpress.com,2017-02-11,3,"In this article, writer firstly introduce the idea of HII and information. As information is important for the humans life, writer describes the importance of HII. Finally, writer describes the idea of information as a information engineering student. Nowadays, human relies digital information for their daily life. Therefore, we must have a understanding on the relation between the information and the users.  This can affect the development of the digital devices, e.g. IoTs.LikeLiked by 1 person",3,79
http://ierg3320tina.wordpress.com,http://evilghostbb.wordpress.com,2017-03-19,9,"Thank you for your sharing. As a IE major student, I focus on the third part of your post. I really agree you that Human Information Interaction is important for a IT student to learn. For example, If we dont know how people interact with information, it is hard for us to build a user-friendly software even if we have the best technical skills in the world.LikeLiked by 1 person",3,5
http://ierg3320tina.wordpress.com,http://tommyierg3320.wordpress.com,2017-03-20,9,"Thanks for your sharing. I think human Information Interaction should be important to engineering. It is because we can apply our technical skills with the human information interaction research result to implement somethings to improve peoples life. With technology, we can make information to be a product to help people just like the above example using iBeacon to help in special education. Maybe there will have some VR gears will be developed to help in special education also in the future. Therefore, Human Information Interaction is important to engineering field.LikeLiked by 1 person",3,24
http://ierg3320tina.wordpress.com,http://terryhungierg3320.wordpress.com,2017-03-21,9,"Thank you for your sharing. Human information interaction is an interesting topic that we should learn. Due to HII research, we can create different kinds of user-friendly and innovative software. Tommy made a good example that we can use iBeacon to help students in special school. We can create an App to check their location in the school so that the teacher can find out the student. In addition, by using big data, we can do some accurate prediction. Take the following news as an example.
http://technews.tw/2014/06/15/big-data%EF%BC%9A%E6%9C%AA%E4%BE%86%E9%86%AB%E7%99%82%E7%9A%84%E7%B5%82%E6%A5%B5%E6%AD%A6%E5%99%A8/
In 2008, by using Big data, Google can accurately predict the situation of influenza epidemic around the world so that the government can appropriately allocate resource in medical aspect.LikeLiked by 1 person",3,58
http://ierg3320tina.wordpress.com,https://ronald3320.wordpress.com/,2017-03-23,9,"This article mentioned a very important point that when the latest trend is talking about the use of big data. Big data provided so many information for us to discover. However, when we are doing the process for filtering the useful information, this also means that there are so many useless or irrelevant data too.  So, we should apply different criteria for the process of filtering. HII is one of the good criteria for filtering since the purpose of big data analysis is to enhance the user experience. If the result of the analysis can let the readers receive the information in a more comfortable way. No doubt this is a win-win situation for the readers and the information providers.LikeLiked by 1 person",3,id not found
http://ierg3320tina.wordpress.com,http://ierg3320layblog.wordpress.com,2017-03-23,9,"I agree that HII is a vital component for information explosion. By studying HII, engineer could understand how users make their decisions and how data are being produced.
Other than information explosion, HII is essential for producing a user friendly environment. Engineers understand users habits thus to produce interface and service to cater users needs. Satisfying users need is an important component for a softwares success.LikeLiked by 2 people",3,68
http://ierg3320tina.wordpress.com,http://ierg3320101.wordpress.com,2017-03-24,9,"I totally agree that HII is a significant topic to study. HII enables us to have a better understanding of how human think and how they feel with information. With HII, human behavior is more predictable and that allows HII to has a close relationship with other fields, just like what you have mentioned, as it involves widely in different fields. Perhaps people in other fields, such as marketing, public relationships etc., should also know about HII as it is closely related to them. I also agree that as an information engineering student, apart from learning the techniques on processing data, understanding information from a human perspective can help in data analysis.LikeLike",3,54
http://ierg3320tina.wordpress.com,http://ierg3320jinny.wordpress.com,2017-03-20,9,"This blog post gave us an overall picture of the chronological order of development for three types of information and their relationships.   Underneath such development lies the progress of human civilization.  When our ancestors communicated with physical information, they could only convey limited meaning and thus perform limited cooperation.  The invention of writing and languages symbolized a significant leap on civilization. Because humans are able to convey a lot more complicated meanings and build social institution using semantic information.   And in the current era, we start to involve not only more humans but also more machines into our lives. So digital information is the bridge connecting the enlarging human society as well as the digital society consisting of ubiquitous smart devices.
One enlightening view given by the author is that, the occurrence of new forms of information is NOT the replacement for the older form, but rather an enlargement for them.  Languages can help us describe physical information better and break the walls of physical information to spread the information in a wider range. Digital information can enhance the access to almost any piece of semantic information available in the world.  Maybe in the future there will be other types of information that can bring us to an era that weve never expected. Lets get prepared and see where the technology could lead us to : ).LikeLiked by 1 person",3,14
http://ierg3320tina.wordpress.com,http://alexander3320com.wordpress.com,2017-03-20,9,"It is a concise summary of three modes of information. I agree with your idea mentioned at the end of this post. Digital information speed up the spreading process of the other two information. With the help of Internet, we can share our idea with people on the other side of the earth. With the help of Internet, doctors can do surgery thousands of miles away with accurate perception of physical information of patients body. It is an amazing era. People try every means to translate other kinds of information into digital information. For example, Taobao transfers the physical market into digital market, which can make great fortune. Maybe one day in future, we can experience the whole digital word, like described in movie The Matrix.LikeLiked by 1 person",3,id not found
http://ierg3320tina.wordpress.com,http://wangyingling.wordpress.com,2017-03-20,9,"As physical information and semantic information has controlled our life for a long time, the development of digital information is a good way to enrich our lives. Human society has been developed for thousands of years, before the digital informations appearance, the interaction between people is mainly based on dialogue or letters. However, only with physical information and semantic information, the communication between people is low efficient and has time delay. We always say that we are in a information era,mostly the word information means digital information. Thanks to the appearance of digital technology, those digital information based on the physical and semantic information such as those online communicaion and online reading apps,we can enjoy a more efficient more timely life.LikeLiked by 1 person",3,11
http://ierg3320tina.wordpress.com,http://stanleylaublog.wordpress.com,2017-03-22,9,"Thank you for contributing this vivid explanation for these three major types of information here. As mentioned in your post and the first following comment, the process of how human being convey information can be described as the evolution all along from physical information to digital information. As in the agreement reached in the previous comments, digital form may never serves as replacement of physical and semantic form, though it offers a much concise and precise channel for communication. Here I want to bring the same argumentation back to stage, but to justify from a different angle: digital information can NOT substitute the other two forms of information because they reflects what really happens in humans deep mind and cannot be easily forged as digital information. Think in this circumstance: you can simply type in words that doesnt speak for your true feeling in WhatsApp, due to it is not a face to face chat and you dont need to prove your honesty by looking into others eyes and fluently speak out the truth. Human tend to lie more frequently in digital form, and in the context of digital communication, it is not required to provide much physical and semantic content to justify your words.LikeLiked by 1 person",3,44
http://ierg3320tina.wordpress.com,http://iecuhkeduhk1155062181.wordpress.com,2017-03-22,9,"Thanks for helping us review these 3 kinds of information- physical, semantic, and digital!
Just as you mentioned, digital information carries not only digital meaning, but also semantic explanation and physical experience. This really inspires me. I wonder that could we associate digital information to semantic information, such as train rehabilitation training for disabled people.
As we know, our Professor Chan joins a program with aims to help deaf and mute people learn language. Its something like an app, with which disabled people can learn vocabulary and grammar with it. For example, when they are leaning a sentence- I like eating apples, their own picture, the like bottom on facebook, and a photo of apples will be shown in order. In this case, deaf and mute people could learning language with physical pictures in a digital way.
Such apps help disabled really a lot. Hope there could be more and more such helpful creations.LikeLiked by 1 person",3,13
http://ierg3320tina.wordpress.com,http://https237blog.wordpress.com,2017-03-23,9,"Thank you for your comprehensive summary of these three kinds of information.  This blog leads me to think of these three information at a time. I was inspired that, interestingly, from physical information to digital information, this is a process of abstraction. We have dealt with abstraction in mathematics. Abstract concepts and signals serve more universal range of fields. Also in computer science we learned about data structure, which is a topic related to abstraction. Similarly,  when it comes to information, we find that physical information is the most concrete but in the meantime most restricted to a certain time period and geographical  region. For the semantic information, the transfer from physical objects to symbols makes it easily recognizable by a wider range of people. It is very similar to a interface between human and physical information. Then came digital information. Such highly abstraction makes it almost impossible for us to understand from the exact zeros and ones, however, it facilitates the information transmitting, processing and computing.LikeLiked by 1 person",3,id not found
http://ierg3320tina.wordpress.com,http://ierg3320web.wordpress.com,2017-03-25,9,"This article is a kind of well-written semantic information!Haha! I agree that the biggest advantage of digital information is the efficiency in information processing, transmission and receiving. Digital Information which is an agent between human and machines, transforms information understandable for human into the machine-understandable format in an extremely high speed and results in a large volume of very instant information. However, as for the human society, I am wondering if there are problems when we obtain such large amount of instant information every day and every time. Especially when the digital world is highly connected with our physical world by our cell phones and all other portable devices, our daily life is filled with a great deal of digital information from different social networking sites and applications. More importantly, we will be easily distracted from the work we should do at the time and our working efficiency will be lowered due to the interference of digital information. Thats my ideas against digital information.LikeLiked by 1 person",3,20
http://ierg3320tina.wordpress.com,http://ierg3320520.wordpress.com,2017-03-25,9,"Thanks for your sharing! This article reveals what semantic information, physical information and digital information are. Nowadys, the technology is fast growing. A plenty of innovative product would make use of these three information. I agree with the article do much that semantic information is not limited by space and time, we always keep in touch with this information. To be honest, PC and mobile help human dealing with a great deal of problems. Solutions are always shown as the semantic information existing in online and abstract space. If we need to know how human get message and how human think, this article definitely helps on this aspect.LikeLike",3,77
http://ierg3320tina.wordpress.com,http://ierg33201155029092.wordpress.com,2017-03-25,9,"A great post summarizes three types of information clearly.  I do agree with your idea that the flourish of digital information helps people obtain semantic and physical information much easier. Nowadays, we can easily gain any information we want through Internet  a network makes main contribution to the fast spread of digital information. However, there are some problems we should take into consideration which brought by the Internet. First of all, it is a fact that we can get any type of information much easier. But from another perspective, it means that we wont spend such a long time to prove the correctness of the information we obtain. Furthermore, fast spread of information also lets our private information become much easier to be leaked. Security problem is really important in information era.LikeLike",3,33
http://evilghostbb.wordpress.com,http://ierg3320swk.wordpress.com,2017-03-16,8,"Before  attending these lectures, I think digital information is just 0 or 1 and can be transform to some output like images or files. And now I realize that digital information has its contextual meaning, like your example about a button on a display is not a physical button but tell us it can be pressed.
Also, you give me a clear example for  Inverse Document Frequency which is also mentioned on lectures. It can help us to analyze the frequency of words in our project.
Thanks for your sharing.",5,18
http://evilghostbb.wordpress.com,http://ierg3320swk.wordpress.com,2017-03-16,8,"Before  attending these lectures, I think digital information is just 0 or 1 and can be transform to some output like images or files. And now I realize that digital information has its contextual meaning, like your example about a button on a display is not a physical button but tell us it can be pressed.
Also, you give me a clear example for  Inverse Document Frequency which is also mentioned on lectures. It can help us to analyze the frequency of words in our project.
Thanks for your sharing.",5,18
http://evilghostbb.wordpress.com,http://fxxxmylife.wordpress.com,2017-03-13,8,"Affordance is one of the important concept when building User Interface. Using icons with clear meaning can provide more accurate and user-friendly guidelines. there are lots of online resources of using icons. one of the online resources I use frequently is Font Awesome, just including the url as a single line inside the  section while building website.Im glad to see if you can use it, Mango!",5,74
http://evilghostbb.wordpress.com,http://fxxxmylife.wordpress.com,2017-03-13,8,"Affordance is one of the important concept when building User Interface. Using icons with clear meaning can provide more accurate and user-friendly guidelines. there are lots of online resources of using icons. one of the online resources I use frequently is Font Awesome, just including the url as a single line inside the  section while building website.",5,74
http://evilghostbb.wordpress.com,http://fxxxmylife.wordpress.com,2017-03-13,8,"Im glad to see if you can use it, Mango!",5,74
http://evilghostbb.wordpress.com,http://fxxxmylife.wordpress.com,2017-03-13,8,"Im glad to see if you can use it, Mango!",5,74
http://evilghostbb.wordpress.com,http://ierg3320charles.wordpress.com,2017-03-21,9,"You have mentioned three concepts about building a user interface. For the users, knowing their affordance (or their expectations) when building a UI is important since if they do not know how to use the application, they may think that the application is not good. Therefore when we are building a UI, we need to teach the users how to use the software in order to reduce the risk that they do not know how to use the software. I think there will be more and more user friendly UI in the future.",5,48
http://evilghostbb.wordpress.com,http://ierg3320charles.wordpress.com,2017-03-21,9,"You have mentioned three concepts about building a user interface. For the users, knowing their affordance (or their expectations) when building a UI is important since if they do not know how to use the application, they may think that the application is not good. Therefore when we are building a UI, we need to teach the users how to use the software in order to reduce the risk that they do not know how to use the software. I think there will be more and more user friendly UI in the future.",5,48
http://evilghostbb.wordpress.com,http://alexchungxx.wordpress.com,2017-03-24,9,"Thankyou for your sharing of the concepts learnt in the lecture. For the concept of satisficing, most people wont really spend that much time to understand or learn the environmrnt first and they prefer trying in order to get the outcome they want whch is time-saving and convenient a lot. This behavior is worth to futher investigate to implant in our programming or works.Liked by 1 person",5,32
http://evilghostbb.wordpress.com,http://alexchungxx.wordpress.com,2017-03-24,9,"Thankyou for your sharing of the concepts learnt in the lecture. For the concept of satisficing, most people wont really spend that much time to understand or learn the environmrnt first and they prefer trying in order to get the outcome they want whch is time-saving and convenient a lot. This behavior is worth to futher investigate to implant in our programming or works.Liked by 1 person",5,32
http://evilghostbb.wordpress.com,http://ierg3320520.wordpress.com,2017-03-25,9,"This article is so  good that the concepts are so useful. I specifically agree with concept Affordance. The possibilities do exist when we see an object . We cannot help creating the thoughts after receving the image in reality. We would have a preception from the image, that is exactly about how we can use it and what we can do with it. Though all contents are from lectures in school, the summary is quite useful.",5,77
http://evilghostbb.wordpress.com,http://ierg3320520.wordpress.com,2017-03-25,9,"This article is so  good that the concepts are so useful. I specifically agree with concept Affordance. The possibilities do exist when we see an object . We cannot help creating the thoughts after receving the image in reality. We would have a preception from the image, that is exactly about how we can use it and what we can do with it. Though all contents are from lectures in school, the summary is quite useful.",5,77
http://evilghostbb.wordpress.com,http://hystblog.wordpress.com,2017-03-24,9,"I agree that this course is very useful and interesting. As an engineering student, I mainly took the course about mathematics and programming from my year 1 to year 3. This course is a new topic to me that it teaches me the thing of interaction between computer and people. Besides, Professor always uses interactive examples on the class to show that days lesson content to the student. It attracts me to think more about the meaning of the example. It is why I think the course is interesting.",5,41
http://evilghostbb.wordpress.com,http://hystblog.wordpress.com,2017-03-24,9,"I agree that this course is very useful and interesting. As an engineering student, I mainly took the course about mathematics and programming from my year 1 to year 3. This course is a new topic to me that it teaches me the thing of interaction between computer and people. Besides, Professor always uses interactive examples on the class to show that days lesson content to the student. It attracts me to think more about the meaning of the example. It is why I think the course is interesting.",5,41
http://evilghostbb.wordpress.com,http://mosessmng.wordpress.com,2017-02-21,5,"Yes. That lecture separate different movie into different category. And users are required to rate the movie first, the computer then is able to perform analysis and provide different advertisement as what you have mentioned.
However, what will happen if the users did not rate any movie at the start? The computer may not able to generate advertisement that user may like. I think that we can make use of  Big Data to perform analysis. For example, an article-sharing website, record and analyse how frequent and the amplitude of scrolling down by users. If the amplitude of scroll-down is within one-page and with time frequent, meaning that the user may be reading the article. On the other hands, if the amplitude of scroll-down is large and the scroll-down did not stop, it may mean that user is not interested in the topic listed. Then the computer should let the user know that the website understand it, and then suggested other topics.
The above example is just a small case. I believe that making use of Big Data really help to predict what the user like. But I think the difficulty is that how we can notice the data is a Big Data that we can utilize it and making profit on it. How do you think?",5,64
http://evilghostbb.wordpress.com,http://mosessmng.wordpress.com,2017-02-21,5,"Yes. That lecture separate different movie into different category. And users are required to rate the movie first, the computer then is able to perform analysis and provide different advertisement as what you have mentioned.
However, what will happen if the users did not rate any movie at the start? The computer may not able to generate advertisement that user may like. I think that we can make use of  Big Data to perform analysis. For example, an article-sharing website, record and analyse how frequent and the amplitude of scrolling down by users. If the amplitude of scroll-down is within one-page and with time frequent, meaning that the user may be reading the article. On the other hands, if the amplitude of scroll-down is large and the scroll-down did not stop, it may mean that user is not interested in the topic listed. Then the computer should let the user know that the website understand it, and then suggested other topics.
The above example is just a small case. I believe that making use of Big Data really help to predict what the user like. But I think the difficulty is that how we can notice the data is a Big Data that we can utilize it and making profit on it. How do you think?",5,64
